H HEADER INFORMATION ------------------------------------------- 
H COMPANY : Impetro Operating, LLC
H FIELD   : Winkler County., TX (NAD 27)
H SITE    : Sec 03, Blk C-24 PSLS
H WELL    : Kudu A #2H
H WELLPATH: Wellbore #1
H DEPTHUNT: usft
H SURVDATE: 1/1/1990 
H---------------------------------------------------------------- 
H WELL INFORMATION 
H WELL EW MAP : 1072754.46
H WELL NS MAP : 852298.31
H DATUM ELEVN : 3018.00
H VSECT ANGLE : 166.60
H VSECT NORTH : 0.00
H VSECT EAST  : 0.00
H----------------------------------------------------------------
H SURVEY TYPE INFORMATION
H  122.00 - 19683.00 SURVEY #1 : MWD
H  19683.00 - 21261.62 PLAN #6A : MWD
H----------------------------------------------------------------
H SURVEY LIST
H MD      INC       AZI       TVD       NS        EW
14380.00  87.14     157.03    12875.60  -1732.60  18.48     
14390.00  87.19     157.00    12876.09  -1741.79  22.38     
14400.00  87.37     157.30    12876.57  -1751.00  26.27     
14410.00  87.58     157.66    12877.01  -1760.23  30.09     
14420.00  87.79     158.03    12877.42  -1769.48  33.86     
14430.00  88.00     158.40    12877.78  -1778.76  37.57     
14440.00  88.21     158.77    12878.12  -1788.06  41.22     
14450.00  88.42     159.14    12878.41  -1797.39  44.81     
14460.00  88.63     159.51    12878.67  -1806.75  48.34     
14470.00  88.84     159.87    12878.89  -1816.12  51.81     
14480.00  89.05     160.24    12879.07  -1825.52  55.22     
14490.00  89.17     160.52    12879.22  -1834.94  58.57     
14500.00  89.09     160.60    12879.37  -1844.37  61.90     
14510.00  89.01     160.67    12879.54  -1853.80  65.21     
14520.00  88.92     160.74    12879.72  -1863.24  68.52     
14530.00  88.84     160.82    12879.91  -1872.68  71.81     
14540.00  88.75     160.89    12880.12  -1882.12  75.09     
14550.00  88.67     160.96    12880.35  -1891.57  78.35     
14560.00  88.59     161.04    12880.59  -1901.03  81.61     
14570.00  88.50     161.11    12880.84  -1910.48  84.85     
14580.00  88.42     161.19    12881.11  -1919.94  88.08     
14590.00  88.49     161.16    12881.38  -1929.40  91.31     
14600.00  88.59     161.10    12881.64  -1938.86  94.54     
14610.00  88.70     161.05    12881.88  -1948.32  97.78     
14620.00  88.80     161.00    12882.09  -1957.77  101.03    
14630.00  88.91     160.94    12882.29  -1967.23  104.29    
14640.00  89.02     160.89    12882.47  -1976.68  107.56    
14650.00  89.12     160.84    12882.64  -1986.12  110.84    
14660.00  89.23     160.79    12882.78  -1995.57  114.12    
14670.00  89.34     160.73    12882.91  -2005.01  117.42    
14680.00  89.46     160.72    12883.01  -2014.44  120.72    
14690.00  89.62     160.76    12883.09  -2023.88  124.02    
14700.00  89.78     160.80    12883.14  -2033.33  127.31    
14710.00  89.94     160.84    12883.17  -2042.77  130.60    
14720.00  90.09     160.89    12883.17  -2052.22  133.88    
14730.00  90.25     160.93    12883.14  -2061.67  137.15    
14740.00  90.41     160.97    12883.08  -2071.12  140.41    
14750.00  90.57     161.01    12882.99  -2080.57  143.67    
14760.00  90.73     161.05    12882.88  -2090.03  146.92    
14770.00  90.88     161.10    12882.74  -2099.49  150.16    
14780.00  90.89     161.22    12882.58  -2108.95  153.39    
14790.00  90.88     161.36    12882.43  -2118.42  156.60    
14800.00  90.87     161.50    12882.28  -2127.90  159.78    
14810.00  90.86     161.64    12882.12  -2137.39  162.94    
14820.00  90.85     161.78    12881.98  -2146.88  166.08    
14830.00  90.84     161.92    12881.83  -2156.38  169.20    
14840.00  90.83     162.05    12881.68  -2165.89  172.29    
14850.00  90.82     162.19    12881.54  -2175.41  175.36    
14860.00  90.81     162.33    12881.40  -2184.93  178.40    
14870.00  90.87     162.38    12881.26  -2194.46  181.43    
14880.00  91.01     162.34    12881.09  -2203.99  184.46    
14890.00  91.14     162.29    12880.90  -2213.52  187.50    
14900.00  91.28     162.25    12880.69  -2223.04  190.54    
14910.00  91.42     162.21    12880.46  -2232.56  193.59    
14920.00  91.55     162.17    12880.20  -2242.08  196.65    
14930.00  91.69     162.13    12879.92  -2251.59  199.72    
14940.00  91.83     162.08    12879.61  -2261.10  202.79    
14950.00  91.96     162.04    12879.28  -2270.61  205.87    
14960.00  92.10     162.00    12878.92  -2280.12  208.95    
14970.00  91.95     162.04    12878.57  -2289.62  212.03    
14980.00  91.80     162.09    12878.24  -2299.13  215.11    
14990.00  91.65     162.13    12877.94  -2308.64  218.18    
15000.00  91.50     162.17    12877.67  -2318.16  221.25    
15010.00  91.36     162.21    12877.42  -2327.68  224.31    
15020.00  91.21     162.26    12877.19  -2337.20  227.36    
15030.00  91.06     162.30    12877.00  -2346.72  230.40    
15040.00  90.91     162.34    12876.82  -2356.25  233.44    
15050.00  90.76     162.38    12876.68  -2365.78  236.47    
15060.00  90.79     162.38    12876.55  -2375.31  239.49    
15070.00  90.94     162.35    12876.40  -2384.84  242.52    
15080.00  91.09     162.32    12876.22  -2394.36  245.55    
15090.00  91.24     162.29    12876.02  -2403.89  248.59    
15100.00  91.39     162.25    12875.79  -2413.41  251.64    
15110.00  91.53     162.22    12875.54  -2422.93  254.69    
15120.00  91.68     162.19    12875.26  -2432.45  257.74    
15130.00  91.83     162.16    12874.95  -2441.96  260.80    
15140.00  91.98     162.13    12874.62  -2451.48  263.87    
15150.00  92.05     162.11    12874.26  -2460.99  266.94    
15160.00  91.82     162.16    12873.92  -2470.50  270.00    
15170.00  91.59     162.22    12873.62  -2480.02  273.06    
15180.00  91.36     162.27    12873.37  -2489.54  276.11    
15190.00  91.13     162.32    12873.15  -2499.06  279.15    
15200.00  90.90     162.37    12872.97  -2508.59  282.18    
15210.00  90.66     162.43    12872.84  -2518.12  285.21    
15220.00  90.43     162.48    12872.74  -2527.65  288.22    
15230.00  90.20     162.53    12872.68  -2537.19  291.23    
15240.00  89.97     162.58    12872.67  -2546.73  294.22    
15250.00  89.91     162.56    12872.69  -2556.27  297.22    
15260.00  89.92     162.51    12872.70  -2565.81  300.22    
15270.00  89.93     162.46    12872.71  -2575.35  303.23    
15280.00  89.94     162.40    12872.73  -2584.88  306.25    
15290.00  89.95     162.35    12872.73  -2594.41  309.27    
15300.00  89.96     162.30    12872.74  -2603.94  312.31    
15310.00  89.97     162.24    12872.75  -2613.46  315.36    
15320.00  89.98     162.19    12872.75  -2622.99  318.41    
15330.00  89.99     162.14    12872.76  -2632.51  321.47    
15340.00  89.96     162.04    12872.76  -2642.02  324.55    
15350.00  89.84     161.85    12872.77  -2651.53  327.64    
15360.00  89.71     161.66    12872.81  -2661.03  330.77    
15370.00  89.58     161.47    12872.88  -2670.51  333.94    
15380.00  89.46     161.29    12872.96  -2679.99  337.13    
15390.00  89.33     161.10    12873.07  -2689.46  340.35    
15400.00  89.20     160.91    12873.19  -2698.91  343.61    
15410.00  89.08     160.72    12873.34  -2708.35  346.89    
15420.00  88.95     160.53    12873.51  -2717.79  350.21    
15430.00  88.83     160.34    12873.71  -2727.21  353.56    
15440.00  88.66     160.22    12873.93  -2736.62  356.94    
15450.00  88.48     160.11    12874.18  -2746.02  360.33    
15460.00  88.30     160.01    12874.46  -2755.42  363.74    
15470.00  88.12     159.90    12874.77  -2764.81  367.16    
15480.00  87.94     159.80    12875.12  -2774.19  370.61    
15490.00  87.76     159.69    12875.49  -2783.56  374.07    
15500.00  87.58     159.58    12875.90  -2792.93  377.54    
15510.00  87.40     159.48    12876.33  -2802.29  381.04    
15520.00  87.23     159.37    12876.80  -2811.64  384.55    
15530.00  87.13     159.41    12877.30  -2820.99  388.07    
15540.00  87.24     159.78    12877.79  -2830.35  391.55    
15550.00  87.34     160.16    12878.26  -2839.73  394.97    
15560.00  87.45     160.53    12878.72  -2849.14  398.33    
15570.00  87.56     160.90    12879.15  -2858.57  401.63    
15580.00  87.66     161.27    12879.57  -2868.02  404.87    
15590.00  87.77     161.65    12879.97  -2877.50  408.05    
15600.00  87.88     162.02    12880.35  -2886.99  411.16    
15610.00  87.98     162.39    12880.71  -2896.51  414.22    
15620.00  88.09     162.76    12881.05  -2906.04  417.21    
15630.00  88.05     163.03    12881.39  -2915.60  420.15    
15640.00  88.00     163.28    12881.73  -2925.16  423.05    
15650.00  87.95     163.53    12882.09  -2934.74  425.90    
15660.00  87.89     163.79    12882.45  -2944.33  428.71    
15670.00  87.84     164.04    12882.82  -2953.93  431.48    
15680.00  87.79     164.29    12883.20  -2963.54  434.21    
15690.00  87.74     164.54    12883.59  -2973.17  436.89    
15700.00  87.68     164.80    12883.99  -2982.80  439.53    
15710.00  87.63     165.05    12884.40  -2992.45  442.13    
15720.00  87.78     165.23    12884.81  -3002.11  444.69    
15730.00  88.22     165.32    12885.16  -3011.78  447.23    
15740.00  88.66     165.40    12885.43  -3021.45  449.76    
15750.00  89.10     165.49    12885.63  -3031.12  452.27    
15760.00  89.55     165.57    12885.75  -3040.81  454.77    
15770.00  89.99     165.65    12885.79  -3050.49  457.26    
15780.00  90.43     165.74    12885.75  -3060.18  459.73    
15790.00  90.87     165.82    12885.64  -3069.88  462.18    
15800.00  91.31     165.91    12885.45  -3079.57  464.62    
15810.00  91.76     165.99    12885.18  -3089.27  467.05    
15820.00  91.57     166.03    12884.88  -3098.97  469.47    
15830.00  91.32     166.06    12884.63  -3108.67  471.88    
15840.00  91.07     166.09    12884.42  -3118.37  474.28    
15850.00  90.81     166.12    12884.26  -3128.08  476.68    
15860.00  90.56     166.15    12884.14  -3137.79  479.08    
15870.00  90.31     166.19    12884.06  -3147.50  481.47    
15880.00  90.06     166.22    12884.03  -3157.21  483.85    
15890.00  89.80     166.25    12884.04  -3166.92  486.23    
15900.00  89.55     166.28    12884.10  -3176.64  488.61    
15910.00  89.53     166.32    12884.19  -3186.35  490.98    
15920.00  89.84     166.36    12884.25  -3196.07  493.34    
15930.00  90.16     166.40    12884.25  -3205.79  495.69    
15940.00  90.47     166.44    12884.19  -3215.51  498.04    
15950.00  90.79     166.49    12884.08  -3225.23  500.38    
15960.00  91.11     166.53    12883.92  -3234.95  502.71    
15970.00  91.42     166.57    12883.69  -3244.67  505.04    
15980.00  91.74     166.61    12883.42  -3254.40  507.36    
15990.00  92.05     166.65    12883.09  -3264.12  509.67    
16000.00  92.37     166.70    12882.70  -3273.85  511.97    
16010.00  92.42     166.87    12882.28  -3283.57  514.26    
16020.00  92.44     167.06    12881.86  -3293.31  516.51    
16030.00  92.46     167.26    12881.43  -3303.05  518.73    
16040.00  92.48     167.45    12881.00  -3312.79  520.92    
16050.00  92.50     167.64    12880.56  -3322.55  523.07    
16060.00  92.53     167.83    12880.13  -3332.31  525.20    
16070.00  92.55     168.02    12879.68  -3342.08  527.29    
16080.00  92.57     168.21    12879.24  -3351.86  529.34    
16090.00  92.59     168.40    12878.79  -3361.64  531.37    
16100.00  92.48     168.43    12878.34  -3371.43  533.37    
16110.00  92.24     168.29    12877.93  -3381.21  535.38    
16120.00  91.99     168.16    12877.56  -3391.00  537.42    
16130.00  91.75     168.02    12877.23  -3400.78  539.48    
16140.00  91.51     167.88    12876.95  -3410.55  541.57    
16150.00  91.27     167.75    12876.70  -3420.32  543.68    
16160.00  91.03     167.61    12876.50  -3430.09  545.81    
16170.00  90.78     167.47    12876.35  -3439.85  547.97    
16180.00  90.54     167.34    12876.23  -3449.61  550.15    
16190.00  90.30     167.20    12876.16  -3459.37  552.35    
16200.00  90.30     166.85    12876.10  -3469.11  554.60    
16210.00  90.30     166.50    12876.05  -3478.84  556.90    
16220.00  90.30     166.15    12876.00  -3488.56  559.27    
16230.00  90.30     165.80    12875.95  -3498.26  561.69    
16240.00  90.30     165.44    12875.89  -3507.95  564.18    
16250.00  90.30     165.09    12875.84  -3517.62  566.72    
16260.00  90.30     164.74    12875.79  -3527.27  569.32    
16270.00  90.30     164.39    12875.74  -3536.91  571.98    
16280.00  90.30     164.04    12875.69  -3546.54  574.70    
16290.00  90.08     163.79    12875.64  -3556.14  577.48    
16300.00  89.71     163.61    12875.66  -3565.74  580.28    
16310.00  89.34     163.44    12875.75  -3575.33  583.12    
16320.00  88.97     163.26    12875.89  -3584.91  585.98    
16330.00  88.61     163.08    12876.10  -3594.48  588.88    
16340.00  88.24     162.90    12876.38  -3604.04  591.80    
16350.00  87.87     162.72    12876.72  -3613.59  594.76    
16360.00  87.50     162.54    12877.12  -3623.12  597.74    
16370.00  87.13     162.36    12877.59  -3632.65  600.75    
16380.00  86.80     162.20    12878.12  -3642.16  603.79    
16390.00  86.85     162.21    12878.68  -3651.66  606.84    
16400.00  86.89     162.22    12879.22  -3661.17  609.89    
16410.00  86.93     162.23    12879.76  -3670.68  612.94    
16420.00  86.97     162.24    12880.30  -3680.19  615.99    
16430.00  87.01     162.25    12880.82  -3689.70  619.03    
16440.00  87.06     162.26    12881.34  -3699.21  622.08    
16450.00  87.10     162.27    12881.85  -3708.73  625.12    
16460.00  87.14     162.29    12882.35  -3718.24  628.16    
16470.00  87.18     162.30    12882.84  -3727.75  631.20    
16480.00  87.24     162.27    12883.33  -3737.27  634.23    
16490.00  87.30     162.21    12883.81  -3746.78  637.28    
16500.00  87.37     162.16    12884.27  -3756.29  640.34    
16510.00  87.43     162.11    12884.73  -3765.80  643.40    
16520.00  87.49     162.06    12885.17  -3775.31  646.47    
16530.00  87.56     162.00    12885.60  -3784.81  649.56    
16540.00  87.62     161.95    12886.02  -3794.31  652.65    
16550.00  87.69     161.90    12886.43  -3803.81  655.75    
16560.00  87.75     161.84    12886.83  -3813.30  658.86    
16570.00  87.82     161.80    12887.22  -3822.80  661.98    
16580.00  87.91     161.79    12887.59  -3832.29  665.10    
16590.00  88.01     161.78    12887.94  -3841.78  668.22    
16600.00  88.10     161.77    12888.28  -3851.28  671.35    
16610.00  88.20     161.76    12888.61  -3860.77  674.48    
16620.00  88.29     161.75    12888.91  -3870.26  677.61    
16630.00  88.39     161.73    12889.20  -3879.75  680.74    
16640.00  88.48     161.72    12889.48  -3889.25  683.87    
16650.00  88.58     161.71    12889.73  -3898.74  687.01    
16660.00  88.67     161.70    12889.97  -3908.23  690.15    
16670.00  88.80     161.73    12890.19  -3917.72  693.28    
16680.00  88.95     161.77    12890.39  -3927.22  696.42    
16690.00  89.10     161.81    12890.56  -3936.72  699.54    
16700.00  89.25     161.86    12890.70  -3946.22  702.66    
16710.00  89.39     161.90    12890.82  -3955.72  705.77    
16720.00  89.54     161.94    12890.92  -3965.23  708.87    
16730.00  89.69     161.98    12890.98  -3974.73  711.97    
16740.00  89.83     162.02    12891.03  -3984.24  715.06    
16750.00  89.98     162.07    12891.04  -3993.76  718.14    
16760.00  90.10     162.14    12891.03  -4003.27  721.21    
16770.00  90.13     162.37    12891.01  -4012.80  724.26    
16780.00  90.15     162.59    12890.99  -4022.33  727.27    
16790.00  90.17     162.81    12890.96  -4031.88  730.25    
16800.00  90.19     163.03    12890.93  -4041.44  733.19    
16810.00  90.21     163.25    12890.90  -4051.01  736.09    
16820.00  90.23     163.47    12890.86  -4060.59  738.95    
16830.00  90.25     163.69    12890.82  -4070.18  741.78    
16840.00  90.27     163.91    12890.77  -4079.79  744.57    
16850.00  90.29     164.13    12890.72  -4089.40  747.32    
16860.00  90.47     164.23    12890.66  -4099.02  750.04    
16870.00  90.72     164.27    12890.55  -4108.64  752.75    
16880.00  90.96     164.31    12890.41  -4118.27  755.46    
16890.00  91.21     164.36    12890.22  -4127.90  758.16    
16900.00  91.45     164.40    12889.99  -4137.53  760.85    
16910.00  91.69     164.44    12889.71  -4147.15  763.54    
16920.00  91.94     164.49    12889.40  -4156.78  766.21    
16930.00  92.18     164.53    12889.04  -4166.41  768.88    
16940.00  92.43     164.57    12888.63  -4176.05  771.55    
16950.00  92.53     164.56    12888.19  -4185.68  774.20    
16960.00  92.31     164.42    12887.77  -4195.30  776.87    
16970.00  92.09     164.28    12887.38  -4204.93  779.57    
16980.00  91.87     164.15    12887.04  -4214.54  782.29    
16990.00  91.65     164.01    12886.73  -4224.15  785.03    
17000.00  91.43     163.87    12886.46  -4233.76  787.79    
17010.00  91.21     163.74    12886.23  -4243.36  790.58    
17020.00  90.99     163.60    12886.04  -4252.96  793.39    
17030.00  90.77     163.46    12885.89  -4262.55  796.23    
17040.00  90.54     163.33    12885.77  -4272.13  799.08    
17050.00  90.49     163.20    12885.69  -4281.70  801.96    
17060.00  90.48     163.07    12885.60  -4291.27  804.87    
17070.00  90.47     162.94    12885.52  -4300.84  807.79    
17080.00  90.46     162.81    12885.44  -4310.39  810.73    
17090.00  90.45     162.69    12885.36  -4319.94  813.70    
17100.00  90.44     162.56    12885.28  -4329.49  816.68    
17110.00  90.43     162.43    12885.21  -4339.02  819.69    
17120.00  90.42     162.30    12885.13  -4348.55  822.72    
17130.00  90.41     162.18    12885.06  -4358.08  825.77    
17140.00  90.28     162.13    12884.99  -4367.59  828.84    
17150.00  89.99     162.19    12884.97  -4377.11  831.90    
17160.00  89.69     162.25    12885.00  -4386.63  834.96    
17170.00  89.40     162.31    12885.08  -4396.16  838.00    
17180.00  89.10     162.38    12885.21  -4405.69  841.03    
17190.00  88.81     162.44    12885.39  -4415.22  844.05    
17200.00  88.51     162.50    12885.62  -4424.75  847.07    
17210.00  88.22     162.57    12885.91  -4434.29  850.07    
17220.00  87.92     162.63    12886.25  -4443.82  853.05    
17230.00  87.63     162.69    12886.63  -4453.36  856.03    
17240.00  87.71     162.74    12887.04  -4462.90  859.00    
17250.00  87.84     162.78    12887.43  -4472.45  861.96    
17260.00  87.97     162.82    12887.80  -4481.99  864.92    
17270.00  88.09     162.86    12888.14  -4491.54  867.87    
17280.00  88.22     162.91    12888.46  -4501.09  870.81    
17290.00  88.35     162.95    12888.76  -4510.65  873.74    
17300.00  88.47     162.99    12889.04  -4520.21  876.67    
17310.00  88.60     163.03    12889.30  -4529.77  879.59    
17320.00  88.72     163.07    12889.53  -4539.33  882.50    
17330.00  88.86     163.09    12889.74  -4548.90  885.41    
17340.00  89.02     163.06    12889.93  -4558.46  888.32    
17350.00  89.18     163.02    12890.08  -4568.03  891.24    
17360.00  89.34     162.99    12890.21  -4577.59  894.16    
17370.00  89.49     162.96    12890.31  -4587.15  897.09    
17380.00  89.65     162.93    12890.39  -4596.71  900.02    
17390.00  89.81     162.90    12890.44  -4606.27  902.96    
17400.00  89.97     162.87    12890.46  -4615.82  905.90    
17410.00  90.13     162.83    12890.45  -4625.38  908.85    
17420.00  90.28     162.80    12890.41  -4634.93  911.81    
17430.00  90.51     162.94    12890.34  -4644.49  914.75    
17440.00  90.74     163.10    12890.23  -4654.05  917.67    
17450.00  90.97     163.26    12890.08  -4663.62  920.57    
17460.00  91.20     163.42    12889.89  -4673.20  923.43    
17470.00  91.43     163.57    12889.66  -4682.79  926.27    
17480.00  91.67     163.73    12889.39  -4692.38  929.09    
17490.00  91.90     163.89    12889.08  -4701.98  931.87    
17500.00  92.13     164.05    12888.73  -4711.58  934.63    
17510.00  92.36     164.21    12888.34  -4721.20  937.37    
17520.00  92.53     164.27    12887.91  -4730.81  940.08    
17530.00  92.62     164.18    12887.46  -4740.43  942.79    
17540.00  92.70     164.10    12887.00  -4750.03  945.52    
17550.00  92.79     164.01    12886.52  -4759.64  948.27    
17560.00  92.87     163.93    12886.02  -4769.24  951.02    
17570.00  92.96     163.84    12885.51  -4778.83  953.80    
17580.00  93.04     163.76    12884.99  -4788.42  956.58    
17590.00  93.13     163.67    12884.45  -4798.01  959.38    
17600.00  93.21     163.59    12883.90  -4807.59  962.20    
17610.00  93.30     163.50    12883.33  -4817.16  965.03    
17620.00  92.91     163.72    12882.79  -4826.74  967.84    
17630.00  92.52     163.94    12882.31  -4836.33  970.63    
17640.00  92.13     164.16    12881.91  -4845.94  973.37    
17650.00  91.74     164.39    12881.57  -4855.56  976.08    
17660.00  91.35     164.61    12881.30  -4865.19  978.75    
17670.00  90.96     164.83    12881.10  -4874.84  981.39    
17680.00  90.57     165.05    12880.96  -4884.49  983.99    
17690.00  90.18     165.27    12880.90  -4894.16  986.55    
17700.00  89.79     165.49    12880.90  -4903.84  989.07    
17710.00  89.64     165.65    12880.96  -4913.52  991.56    
17720.00  89.71     165.76    12881.02  -4923.21  994.03    
17730.00  89.79     165.87    12881.06  -4932.91  996.48    
17740.00  89.86     165.97    12881.09  -4942.61  998.91    
17750.00  89.94     166.08    12881.11  -4952.31  1001.33   
17760.00  90.01     166.19    12881.11  -4962.02  1003.72   
17770.00  90.08     166.29    12881.10  -4971.73  1006.10   
17780.00  90.16     166.40    12881.08  -4981.45  1008.46   
17790.00  90.23     166.50    12881.05  -4991.17  1010.81   
17800.00  90.31     166.60    12881.00  -5000.90  1013.13   
17810.00  90.43     166.55    12880.94  -5010.62  1015.45   
17820.00  90.54     166.51    12880.85  -5020.35  1017.78   
17830.00  90.66     166.47    12880.75  -5030.07  1020.12   
17840.00  90.77     166.43    12880.62  -5039.79  1022.46   
17850.00  90.89     166.39    12880.48  -5049.51  1024.81   
17860.00  91.01     166.34    12880.31  -5059.23  1027.17   
17870.00  91.12     166.30    12880.13  -5068.94  1029.53   
17880.00  91.24     166.26    12879.92  -5078.65  1031.90   
17890.00  91.35     166.22    12879.69  -5088.36  1034.28   
17900.00  91.47     166.28    12879.45  -5098.07  1036.66   
17910.00  91.59     166.42    12879.18  -5107.79  1039.02   
17920.00  91.70     166.56    12878.89  -5117.51  1041.36   
17930.00  91.82     166.69    12878.59  -5127.23  1043.67   
17940.00  91.93     166.83    12878.26  -5136.96  1045.96   
17950.00  92.05     166.97    12877.91  -5146.69  1048.22   
17960.00  92.16     167.10    12877.55  -5156.43  1050.47   
17970.00  92.28     167.24    12877.16  -5166.18  1052.68   
17980.00  92.40     167.38    12876.75  -5175.92  1054.88   
17990.00  92.49     167.49    12876.32  -5185.68  1057.05   
18000.00  92.44     167.38    12875.89  -5195.43  1059.23   
18010.00  92.39     167.28    12875.47  -5205.17  1061.42   
18020.00  92.34     167.17    12875.06  -5214.92  1063.63   
18030.00  92.28     167.07    12874.65  -5224.66  1065.85   
18040.00  92.23     166.96    12874.26  -5234.40  1068.10   
18050.00  92.18     166.86    12873.88  -5244.13  1070.36   
18060.00  92.13     166.75    12873.50  -5253.86  1072.64   
18070.00  92.07     166.65    12873.13  -5263.58  1074.94   
18080.00  92.02     166.54    12872.78  -5273.30  1077.26   
18090.00  92.08     166.56    12872.42  -5283.02  1079.59   
18100.00  92.20     166.67    12872.05  -5292.75  1081.90   
18110.00  92.33     166.78    12871.65  -5302.47  1084.19   
18120.00  92.46     166.88    12871.24  -5312.20  1086.47   
18130.00  92.59     166.99    12870.79  -5321.93  1088.73   
18140.00  92.71     167.10    12870.33  -5331.67  1090.97   
18150.00  92.84     167.20    12869.85  -5341.40  1093.19   
18160.00  92.97     167.31    12869.34  -5351.14  1095.39   
18170.00  93.10     167.41    12868.81  -5360.89  1097.58   
18180.00  93.17     167.46    12868.26  -5370.64  1099.75   
18190.00  93.01     167.27    12867.72  -5380.38  1101.93   
18200.00  92.85     167.08    12867.21  -5390.12  1104.15   
18210.00  92.70     166.89    12866.73  -5399.85  1106.39   
18220.00  92.54     166.70    12866.27  -5409.57  1108.68   
18230.00  92.38     166.51    12865.84  -5419.29  1110.99   
18240.00  92.22     166.32    12865.44  -5429.01  1113.34   
18250.00  92.06     166.14    12865.07  -5438.71  1115.71   
18260.00  91.91     165.95    12864.72  -5448.41  1118.13   
18270.00  91.75     165.76    12864.40  -5458.10  1120.57   
18280.00  91.76     165.76    12864.10  -5467.79  1123.03   
18290.00  91.84     165.84    12863.78  -5477.48  1125.48   
18300.00  91.93     165.93    12863.46  -5487.17  1127.92   
18310.00  92.01     166.01    12863.11  -5496.87  1130.34   
18320.00  92.10     166.10    12862.75  -5506.57  1132.75   
18330.00  92.18     166.18    12862.38  -5516.27  1135.15   
18340.00  92.26     166.26    12861.99  -5525.97  1137.53   
18350.00  92.35     166.35    12861.59  -5535.68  1139.89   
18360.00  92.43     166.43    12861.17  -5545.39  1142.24   
18370.00  92.50     166.46    12860.74  -5555.11  1144.58   
18380.00  92.47     166.27    12860.31  -5564.81  1146.94   
18390.00  92.45     166.08    12859.88  -5574.52  1149.32   
18400.00  92.43     165.89    12859.45  -5584.21  1151.74   
18410.00  92.41     165.70    12859.03  -5593.89  1154.20   
18420.00  92.39     165.50    12858.61  -5603.57  1156.68   
18430.00  92.37     165.31    12858.20  -5613.24  1159.20   
18440.00  92.35     165.12    12857.78  -5622.90  1161.75   
18450.00  92.33     164.93    12857.38  -5632.55  1164.33   
18460.00  92.30     164.74    12856.97  -5642.20  1166.94   
18470.00  92.36     164.72    12856.57  -5651.84  1169.58   
18480.00  92.43     164.74    12856.15  -5661.48  1172.21   
18490.00  92.50     164.77    12855.72  -5671.11  1174.84   
18500.00  92.57     164.79    12855.28  -5680.75  1177.46   
18510.00  92.64     164.81    12854.82  -5690.39  1180.08   
18520.00  92.71     164.84    12854.36  -5700.04  1182.69   
18530.00  92.79     164.86    12853.88  -5709.68  1185.30   
18540.00  92.86     164.89    12853.38  -5719.32  1187.91   
18550.00  92.83     164.79    12852.88  -5728.96  1190.52   
18560.00  92.65     164.52    12852.40  -5738.59  1193.16   
18570.00  92.47     164.24    12851.96  -5748.21  1195.85   
18580.00  92.29     163.97    12851.54  -5757.82  1198.58   
18590.00  92.11     163.70    12851.16  -5767.42  1201.37   
18600.00  91.93     163.42    12850.80  -5777.01  1204.20   
18610.00  91.76     163.15    12850.48  -5786.58  1207.07   
18620.00  91.58     162.87    12850.19  -5796.14  1209.99   
18630.00  91.40     162.60    12849.93  -5805.68  1212.96   
18640.00  91.22     162.33    12849.70  -5815.22  1215.97   
18650.00  91.31     162.41    12849.49  -5824.74  1219.00   
18660.00  91.44     162.52    12849.25  -5834.28  1222.01   
18670.00  91.57     162.64    12848.98  -5843.81  1225.01   
18680.00  91.70     162.76    12848.70  -5853.36  1227.98   
18690.00  91.83     162.87    12848.39  -5862.91  1230.93   
18700.00  91.95     162.99    12848.06  -5872.46  1233.87   
18710.00  92.08     163.11    12847.71  -5882.02  1236.78   
18720.00  92.21     163.22    12847.33  -5891.59  1239.67   
18730.00  92.34     163.34    12846.94  -5901.15  1242.55   
18740.00  92.35     163.42    12846.52  -5910.73  1245.40   
18750.00  92.24     163.45    12846.12  -5920.31  1248.25   
18760.00  92.14     163.48    12845.74  -5929.89  1251.10   
18770.00  92.03     163.51    12845.38  -5939.47  1253.94   
18780.00  91.93     163.54    12845.03  -5949.05  1256.77   
18790.00  91.82     163.57    12844.71  -5958.64  1259.60   
18800.00  91.72     163.61    12844.40  -5968.23  1262.42   
18810.00  91.61     163.64    12844.11  -5977.82  1265.24   
18820.00  91.51     163.67    12843.83  -5987.41  1268.06   
18830.00  91.40     163.70    12843.58  -5997.00  1270.86   
18840.00  91.38     163.68    12843.34  -6006.60  1273.67   
18850.00  91.36     163.66    12843.10  -6016.19  1276.48   
18860.00  91.34     163.64    12842.86  -6025.78  1279.30   
18870.00  91.32     163.62    12842.63  -6035.37  1282.12   
18880.00  91.29     163.59    12842.41  -6044.97  1284.94   
18890.00  91.27     163.57    12842.18  -6054.56  1287.76   
18900.00  91.25     163.55    12841.96  -6064.14  1290.59   
18910.00  91.23     163.53    12841.74  -6073.73  1293.42   
18920.00  91.21     163.51    12841.53  -6083.32  1296.26   
18930.00  91.22     163.51    12841.32  -6092.91  1299.10   
18940.00  91.26     163.53    12841.10  -6102.49  1301.94   
18950.00  91.31     163.55    12840.88  -6112.08  1304.77   
18960.00  91.35     163.57    12840.65  -6121.67  1307.60   
18970.00  91.39     163.59    12840.41  -6131.26  1310.42   
18980.00  91.43     163.62    12840.16  -6140.85  1313.24   
18990.00  91.47     163.64    12839.91  -6150.44  1316.06   
19000.00  91.52     163.66    12839.65  -6160.03  1318.88   
19010.00  91.56     163.68    12839.38  -6169.63  1321.69   
